_id,Country,Response_measure,date_start,date_end
375,Czechia,OutdoorOver1000,2021-06-26T00:00:00,NA
376,Czechia,OutdoorOver50,2020-12-04T00:00:00,12/17/2020
377,Czechia,OutdoorOver50,2021-05-17T00:00:00,5/23/2021
378,Czechia,OutdoorOver500,2020-05-26T00:00:00,6/21/2020
379,Czechia,OutdoorOver500,2021-06-08T00:00:00,6/25/2021
380,Czechia,PlaceOfWorship,2020-03-16T00:00:00,4/23/2020
381,Czechia,PlaceOfWorship,2020-10-14T00:00:00,11/17/2020
382,Czechia,PlaceOfWorshipPartial,2020-03-10T00:00:00,3/15/2020
383,Czechia,PlaceOfWorshipPartial,2020-04-24T00:00:00,10/13/2020
384,Czechia,PlaceOfWorshipPartial,2020-11-18T00:00:00,NA
385,Czechia,PrivateGatheringRestrictions,2020-03-12T00:00:00,5/11/2020
386,Czechia,PrivateGatheringRestrictions,2020-10-05T00:00:00,12/2/2020
387,Czechia,PrivateGatheringRestrictions,2020-12-27T00:00:00,5/9/2021
388,Czechia,PrivateGatheringRestrictionsPartial,2020-12-03T00:00:00,12/26/2020
389,Czechia,PrivateGatheringRestrictionsPartial,2021-05-10T00:00:00,NA
390,Czechia,QuarantineForInternationalTravellers,2020-03-13T00:00:00,6/30/2020
391,Czechia,QuarantineForInternationalTravellers,2021-07-01T00:00:00,NA
392,Czechia,RestaurantsCafes,2020-03-14T00:00:00,5/10/2020
393,Czechia,RestaurantsCafes,2020-10-14T00:00:00,12/2/2020
394,Czechia,RestaurantsCafes,2020-12-18T00:00:00,5/16/2021
395,Czechia,RestaurantsCafesPartial,2020-05-11T00:00:00,6/8/2020
396,Czechia,RestaurantsCafesPartial,2020-12-03T00:00:00,12/17/2020
397,Czechia,RestaurantsCafesPartial,2021-05-17T00:00:00,NA
398,Czechia,StayHomeOrder,2020-03-16T00:00:00,4/24/2020
399,Czechia,StayHomeOrder,2020-10-22T00:00:00,11/3/2020
400,Czechia,StayHomeOrderPartial,2020-11-04T00:00:00,12/3/2020
401,Czechia,StayHomeOrderPartial,2020-12-18T00:00:00,4/11/2021
402,Czechia,Teleworking,2020-10-22T00:00:00,NA
403,Denmark,AdaptationOfWorkplace,2020-05-08T00:00:00,5/19/2020
404,Denmark,AdaptationOfWorkplacePartial,2020-05-20T00:00:00,NA
405,Denmark,BanOnAllEvents,2020-10-26T00:00:00,4/5/2021
406,Denmark,ClosDaycare,2020-03-16T00:00:00,4/15/2020
407,Denmark,ClosHigh,2020-03-16T00:00:00,7/31/2020
408,Denmark,ClosHigh,2020-12-16T00:00:00,2/28/2021
409,Denmark,ClosHighPartial,2021-04-06T00:00:00,6/13/2021
410,Denmark,ClosPrim,2020-03-16T00:00:00,4/15/2020
411,Denmark,ClosPrim,2020-12-21T00:00:00,1/3/2021
412,Denmark,ClosPrim,2021-01-05T00:00:00,2/7/2021
413,Denmark,ClosPubAny,2020-04-28T00:00:00,5/17/2020
414,Denmark,ClosPubAny,2020-12-16T00:00:00,4/12/2021
415,Denmark,ClosPubAnyPartial,2020-03-11T00:00:00,4/27/2020
416,Denmark,ClosPubAnyPartial,2020-05-18T00:00:00,12/15/2020
417,Denmark,ClosPubAnyPartial,2021-04-13T00:00:00,9/9/2021
418,Denmark,ClosSec,2020-03-16T00:00:00,5/18/2020
419,Denmark,ClosSec,2020-12-16T00:00:00,2/28/2021
420,Denmark,ClosSecPartial,2021-04-06T00:00:00,5/20/2021
421,Denmark,EntertainmentVenues,2020-03-18T00:00:00,6/8/2020
422,Denmark,EntertainmentVenues,2020-12-16T00:00:00,5/20/2021
423,Denmark,EntertainmentVenuesPartial,2021-05-21T00:00:00,9/9/2021
424,Denmark,GymsSportsCentres,2020-03-18T00:00:00,6/8/2020
425,Denmark,GymsSportsCentres,2020-12-16T00:00:00,4/20/2021
426,Denmark,GymsSportsCentresPartial,2021-04-21T00:00:00,8/31/2021
427,Denmark,IndoorOver100,2021-06-11T00:00:00,6/30/2021
428,Denmark,IndoorOver50,2020-03-18T00:00:00,6/14/2020
429,Denmark,IndoorOver50,2021-05-21T00:00:00,6/10/2021
430,Denmark,IndoorOver500,2020-06-15T00:00:00,10/25/2020
431,Denmark,IndoorOver500,2021-07-01T00:00:00,7/31/2021
432,Denmark,MasksMandatoryClosedSpaces,2020-08-22T00:00:00,6/13/2021
433,Denmark,MasksMandatoryClosedSpacesPartial,2021-06-14T00:00:00,NA
434,Denmark,MasksVoluntaryAllSpacesPartial,2020-07-09T00:00:00,NA
435,Denmark,MassGather50,2020-03-18T00:00:00,6/14/2020
436,Denmark,MassGather50,2020-10-26T00:00:00,4/5/2021
437,Denmark,MassGather50,2021-05-06T00:00:00,6/10/2021
438,Denmark,MassGatherAll,2020-03-18T00:00:00,6/14/2020
439,Denmark,MassGatherAll,2021-06-11T00:00:00,7/31/2021
440,Denmark,MassGatherAllPartial,2020-06-15T00:00:00,6/10/2021
441,Denmark,NonEssentialShops,2020-04-28T00:00:00,5/10/2020
442,Denmark,NonEssentialShops,2020-12-16T00:00:00,2/28/2021
443,Denmark,NonEssentialShops,2021-04-06T00:00:00,4/12/2021
444,Denmark,NonEssentialShopsPartial,2020-03-11T00:00:00,4/27/2020
445,Denmark,NonEssentialShopsPartial,2021-04-13T00:00:00,4/20/2021
446,Denmark,OutdoorOver100,2020-09-05T00:00:00,10/25/2020
447,Denmark,OutdoorOver100,2021-04-06T00:00:00,5/5/2021
448,Denmark,OutdoorOver100,2021-05-21T00:00:00,6/10/2021
449,Denmark,OutdoorOver50,2020-03-18T00:00:00,4/20/2020
450,Denmark,OutdoorOver50,2021-05-06T00:00:00,5/20/2021
451,Denmark,OutdoorOver500,2020-04-21T00:00:00,9/4/2020
452,Denmark,PlaceOfWorship,2020-03-18T00:00:00,5/18/2020
453,Denmark,PrivateGatheringRestrictions,2020-03-18T00:00:00,6/14/2020
454,Denmark,PrivateGatheringRestrictions,2020-10-26T00:00:00,7/5/2021
455,Denmark,QuarantineForInternationalTravellers,2020-03-18T00:00:00,3/30/2020
456,Denmark,RestaurantsCafes,2020-03-18T00:00:00,5/17/2020
457,Denmark,RestaurantsCafes,2020-12-16T00:00:00,4/20/2021
458,Denmark,RestaurantsCafesPartial,2020-05-18T00:00:00,12/15/2020
459,Denmark,RestaurantsCafesPartial,2021-04-21T00:00:00,8/31/2021
460,Denmark,StayHomeRiskG,2020-03-14T00:00:00,NA
461,Denmark,Teleworking,2020-03-13T00:00:00,6/14/2020
462,Denmark,Teleworking,2020-12-16T00:00:00,5/20/2021
463,Denmark,TeleworkingPartial,2020-06-15T00:00:00,12/15/2020
464,Denmark,TeleworkingPartial,2021-05-21T00:00:00,7/31/2021
465,Denmark,WorkplaceClosures,2020-03-13T00:00:00,5/10/2020
466,Estonia,AdaptationOfWorkplacePartial,2020-03-16T00:00:00,NA
467,Estonia,BanOnAllEventsPartial,2021-03-03T00:00:00,5/2/2021
468,Estonia,ClosDaycarePartial,2021-03-11T00:00:00,5/2/2021
469,Estonia,ClosHigh,2020-03-16T00:00:00,5/17/2020
470,Estonia,ClosHigh,2020-12-14T00:00:00,12/31/2020
471,Estonia,ClosHigh,2021-03-01T00:00:00,5/16/2021
472,Estonia,ClosPrim,2020-03-16T00:00:00,5/17/2020
473,Estonia,ClosPrim,2020-12-14T00:00:00,12/31/2020
474,Estonia,ClosPrim,2021-03-11T00:00:00,5/2/2021
475,Estonia,ClosPubAny,2020-03-12T00:00:00,5/16/2020
476,Estonia,ClosPubAnyPartial,2020-05-17T00:00:00,7/1/2020
477,Estonia,ClosPubAnyPartial,2020-08-19T00:00:00,6/22/2021
478,Estonia,ClosPubAnyPartial,2021-08-09T00:00:00,NA
479,Estonia,ClosSec,2020-03-16T00:00:00,5/17/2020
480,Estonia,ClosSec,2020-12-14T00:00:00,1/10/2021
481,Estonia,ClosSec,2021-03-01T00:00:00,5/2/2021
482,Estonia,ClosSecPartial,2021-05-03T00:00:00,5/16/2021
483,Estonia,EntertainmentVenues,2020-03-12T00:00:00,5/16/2020
484,Estonia,EntertainmentVenues,2021-03-03T00:00:00,5/2/2021
485,Estonia,EntertainmentVenuesPartial,2020-05-17T00:00:00,7/1/2020
486,Estonia,EntertainmentVenuesPartial,2020-11-16T00:00:00,3/2/2021
487,Estonia,EntertainmentVenuesPartial,2021-05-03T00:00:00,6/22/2021
488,Estonia,EntertainmentVenuesPartial,2021-08-09T00:00:00,NA
489,Estonia,GymsSportsCentres,2020-03-16T00:00:00,5/17/2020
490,Estonia,GymsSportsCentres,2021-03-11T00:00:00,5/2/2021
491,Estonia,GymsSportsCentresPartial,2020-08-19T00:00:00,3/10/2021
492,Estonia,GymsSportsCentresPartial,2021-05-03T00:00:00,6/22/2021
493,Estonia,IndoorOver100,2020-06-01T00:00:00,7/14/2020
494,Estonia,IndoorOver100,2020-11-28T00:00:00,3/2/2021
495,Estonia,IndoorOver100,2021-05-03T00:00:00,5/23/2021
496,Estonia,IndoorOver1000,2020-07-15T00:00:00,11/27/2020
497,Estonia,IndoorOver1000,2021-06-28T00:00:00,8/8/2021
498,Estonia,IndoorOver50,2020-05-18T00:00:00,5/31/2020
499,Estonia,IndoorOver50,2021-08-09T00:00:00,NA
500,Estonia,IndoorOver500,2021-05-24T00:00:00,6/27/2021
501,Estonia,MasksMandatoryClosedSpaces,2020-11-24T00:00:00,6/1/2021
502,Estonia,MasksMandatoryClosedSpaces,2021-08-26T00:00:00,NA
503,Estonia,MasksVoluntaryAllSpaces,2020-03-12T00:00:00,5/16/2020
504,Estonia,MasksVoluntaryAllSpacesPartial,2020-05-17T00:00:00,7/31/2020
505,Estonia,MasksVoluntaryClosedSpacesPartial,2020-10-12T00:00:00,11/23/2020
506,Estonia,MassGather50,2020-05-18T00:00:00,5/31/2020
507,Estonia,MassGather50Partial,2021-03-03T00:00:00,5/2/2021
508,Estonia,MassGather50Partial,2021-08-09T00:00:00,NA
509,Estonia,MassGatherAll,2020-05-18T00:00:00,5/31/2020
510,Estonia,MassGatherAll,2020-07-15T00:00:00,3/2/2021
511,Estonia,MassGatherAllPartial,2020-06-01T00:00:00,7/14/2020
512,Estonia,MassGatherAllPartial,2021-03-03T00:00:00,NA
513,Estonia,NonEssentialShops,2020-03-27T00:00:00,5/17/2020
514,Estonia,NonEssentialShops,2021-03-11T00:00:00,5/2/2021
515,Estonia,NonEssentialShopsPartial,2021-03-06T00:00:00,3/10/2021
516,Estonia,NonEssentialShopsPartial,2021-05-03T00:00:00,6/22/2021
517,Estonia,OutdoorOver100,2020-05-18T00:00:00,6/30/2020
518,Estonia,OutdoorOver100,2021-02-22T00:00:00,3/2/2021
519,Estonia,OutdoorOver100,2021-08-09T00:00:00,NA
520,Estonia,OutdoorOver1000,2020-07-01T00:00:00,11/23/2020
521,Estonia,OutdoorOver1000,2021-06-11T00:00:00,6/27/2021
522,Estonia,OutdoorOver1000,2021-08-02T00:00:00,8/8/2021
523,Estonia,OutdoorOver500,2020-11-24T00:00:00,2/21/2021
524,Estonia,OutdoorOver500,2021-05-03T00:00:00,6/10/2021
525,Estonia,PlaceOfWorship,2020-03-12T00:00:00,5/10/2020
526,Estonia,PlaceOfWorshipPartial,2020-12-24T00:00:00,6/22/2021
527,Estonia,PlaceOfWorshipPartial,2021-08-09T00:00:00,NA
528,Estonia,PrivateGatheringRestrictions,2020-03-12T00:00:00,5/17/2020
529,Estonia,PrivateGatheringRestrictions,2020-11-16T00:00:00,1/10/2021
530,Estonia,PrivateGatheringRestrictions,2021-02-01T00:00:00,4/25/2021
531,Estonia,PrivateGatheringRestrictionsPartial,2021-01-11T00:00:00,1/31/2021
532,Estonia,PrivateGatheringRestrictionsPartial,2021-04-26T00:00:00,6/22/2021
533,Estonia,QuarantineForInternationalTravellers,2020-01-28T00:00:00,5/31/2020
534,Estonia,QuarantineForInternationalTravellers,2020-07-31T00:00:00,1/31/2021
535,Estonia,QuarantineForInternationalTravellersPartial,2020-06-01T00:00:00,7/30/2020
536,Estonia,QuarantineForInternationalTravellersPartial,2021-02-01T00:00:00,NA
537,Estonia,RestaurantsCafes,2021-03-11T00:00:00,5/2/2021
538,Estonia,RestaurantsCafesPartial,2020-11-16T00:00:00,3/2/2021
539,Estonia,RestaurantsCafesPartial,2021-03-06T00:00:00,3/10/2021
540,Estonia,RestaurantsCafesPartial,2021-05-03T00:00:00,6/22/2021
541,Estonia,StayHomeGen,2020-03-12T00:00:00,5/17/2020
542,Estonia,TeleworkingPartial,2020-03-16T00:00:00,NA
543,Finland,ClosHigh,2020-03-18T00:00:00,8/3/2020
544,Finland,ClosHighPartial,2020-08-04T00:00:00,7/31/2021
545,Finland,ClosPrim,2020-03-18T00:00:00,5/14/2020
546,Finland,ClosPubAny,2020-03-18T00:00:00,5/31/2020
547,Finland,ClosPubAnyPartial,2020-06-01T00:00:00,NA
548,Finland,ClosSec,2020-03-18T00:00:00,8/3/2020
549,Finland,ClosSecPartial,2020-08-04T00:00:00,7/31/2021
550,Finland,EntertainmentVenues,2020-03-18T00:00:00,5/31/2020
551,Finland,EntertainmentVenuesPartial,2020-06-01T00:00:00,NA
552,Finland,GymsSportsCentres,2020-03-18T00:00:00,6/1/2020
553,Finland,IndoorOver50,2020-03-18T00:00:00,7/31/2020
554,Finland,IndoorOver50,2020-10-15T00:00:00,10/4/2021
555,Finland,IndoorOver500,2020-03-12T00:00:00,3/17/2020
556,Finland,IndoorOver500,2020-08-01T00:00:00,10/14/2020
557,Finland,MasksVoluntaryClosedSpaces,2020-09-18T00:00:00,NA
558,Finland,MasksVoluntaryClosedSpacesPartial,2020-08-13T00:00:00,9/17/2020
559,Finland,MassGather50,2020-03-18T00:00:00,6/30/2020
560,Finland,MassGather50Partial,2020-07-01T00:00:00,7/31/2020
561,Finland,MassGather50Partial,2020-10-15T00:00:00,10/4/2021
562,Finland,MassGatherAll,2020-03-12T00:00:00,6/30/2020
563,Finland,MassGatherAllPartial,2020-07-01T00:00:00,10/4/2021
564,Finland,OutdoorOver50,2020-03-18T00:00:00,7/1/2020
565,Finland,OutdoorOver50,2020-10-15T00:00:00,10/4/2021
566,Finland,OutdoorOver500,2020-03-12T00:00:00,3/17/2020
567,Finland,OutdoorOver500,2020-07-02T00:00:00,10/14/2020
568,Finland,QuarantineForInternationalTravellers,2020-03-18T00:00:00,6/14/2020
569,Finland,QuarantineForInternationalTravellersPartial,2020-06-15T00:00:00,NA
570,Finland,RestaurantsCafes,2020-03-18T00:00:00,5/31/2020
571,Finland,RestaurantsCafesPartial,2020-06-01T00:00:00,7/13/2020
572,Finland,RestaurantsCafesPartial,2020-10-01T00:00:00,4/18/2021
573,Finland,RestaurantsCafesPartial,2021-07-24T00:00:00,10/14/2021
574,Finland,StayHomeRiskG,2020-03-16T00:00:00,6/22/2020
575,Finland,StayHomeRiskGPartial,2020-06-23T00:00:00,7/1/2021
576,Finland,Teleworking,2020-03-18T00:00:00,8/1/2020
577,Finland,TeleworkingPartial,2020-08-13T00:00:00,NA
578,France,BanOnAllEvents,2020-10-19T00:00:00,6/29/2021
579,France,ClosDaycare,2020-03-16T00:00:00,6/1/2020
580,France,ClosDaycare,2021-04-06T00:00:00,4/26/2021
581,France,ClosDaycarePartial,2020-06-02T00:00:00,6/22/2020
582,France,ClosHigh,2020-10-27T00:00:00,1/24/2021
583,France,ClosHighPartial,2020-03-16T00:00:00,6/22/2020
584,France,ClosHighPartial,2021-01-25T00:00:00,9/3/2021
585,France,ClosPrim,2021-04-06T00:00:00,4/26/2021
586,France,ClosPrimPartial,2020-03-16T00:00:00,6/22/2020
587,France,ClosPubAny,2020-03-16T00:00:00,5/10/2020
588,France,ClosPubAnyPartial,2020-05-11T00:00:00,6/22/2020
589,France,ClosPubAnyPartial,2020-10-28T00:00:00,NA
590,France,ClosSec,2020-03-16T00:00:00,5/10/2020
591,France,ClosSec,2021-04-06T00:00:00,5/2/2021
592,France,ClosSecPartial,2020-05-11T00:00:00,6/22/2020
593,France,ClosSecPartial,2021-05-03T00:00:00,9/3/2021
594,France,EntertainmentVenues,2020-03-16T00:00:00,6/1/2020
595,France,EntertainmentVenues,2020-10-28T00:00:00,5/18/2021
596,France,EntertainmentVenuesPartial,2020-06-02T00:00:00,6/22/2020
597,France,EntertainmentVenuesPartial,2021-05-19T00:00:00,NA
598,France,GymsSportsCentres,2020-03-16T00:00:00,6/22/2020
599,France,GymsSportsCentres,2020-10-28T00:00:00,5/18/2021
600,France,GymsSportsCentresPartial,2021-05-19T00:00:00,NA
601,France,IndoorOver1000,2020-02-29T00:00:00,10/18/2020
602,France,IndoorOver1000,2021-06-30T00:00:00,NA
603,France,MasksMandatoryAllSpaces,2020-10-28T00:00:00,6/16/2021
604,France,MasksMandatoryClosedSpaces,2020-05-18T00:00:00,NA
605,France,MasksVoluntaryAllSpaces,2020-05-11T00:00:00,7/25/2020
606,France,MasksVoluntaryClosedSpaces,2020-05-11T00:00:00,5/17/2020
607,France,MassGather50,2020-10-19T00:00:00,6/29/2021
608,France,MassGather50Partial,2020-09-18T00:00:00,10/18/2020
609,France,MassGatherAll,2020-02-29T00:00:00,9/17/2020
610,France,MassGatherAll,2020-10-19T00:00:00,6/29/2021
611,France,MassGatherAllPartial,2020-09-18T00:00:00,10/18/2020
612,France,MassGatherAllPartial,2021-06-30T00:00:00,NA
613,France,NonEssentialShops,2020-03-16T00:00:00,5/10/2020
614,France,NonEssentialShops,2020-10-29T00:00:00,11/27/2020
615,France,NonEssentialShopsPartial,2020-05-11T00:00:00,6/2/2020
616,France,NonEssentialShopsPartial,2020-11-28T00:00:00,5/18/2021
617,France,OutdoorOver1000,2020-03-13T00:00:00,7/11/2020
618,France,OutdoorOver1000,2021-06-30T00:00:00,NA
619,France,OutdoorOver50,2020-09-18T00:00:00,10/18/2020
620,France,PlaceOfWorshipPartial,2020-10-28T00:00:00,6/30/2021
621,France,PrivateGatheringRestrictions,2020-03-17T00:00:00,6/15/2020
622,France,PrivateGatheringRestrictions,2020-10-28T00:00:00,NA
623,France,PrivateGatheringRestrictionsPartial,2020-09-23T00:00:00,10/27/2020
624,France,QuarantineForInternationalTravellersPartial,2021-06-09T00:00:00,NA
625,France,RegionalStayHomeOrderPartial,2020-10-17T00:00:00,10/28/2020
626,France,RegionalStayHomeOrderPartial,2021-02-26T00:00:00,3/19/2021
627,France,RegionalStayHomeOrderPartial,2021-07-30T00:00:00,NA
628,France,RestaurantsCafes,2020-03-16T00:00:00,6/1/2020
629,France,RestaurantsCafes,2020-10-28T00:00:00,5/18/2021
630,France,RestaurantsCafesPartial,2020-06-02T00:00:00,6/15/2020
631,France,RestaurantsCafesPartial,2021-05-19T00:00:00,NA
632,France,StayHomeGen,2020-03-13T00:00:00,3/15/2020
633,France,StayHomeOrder,2020-03-17T00:00:00,5/11/2020
634,France,StayHomeOrder,2020-10-29T00:00:00,12/14/2020
635,France,StayHomeOrderPartial,2020-05-12T00:00:00,6/2/2020
636,France,StayHomeOrderPartial,2020-10-17T00:00:00,10/28/2020
637,France,StayHomeOrderPartial,2020-12-15T00:00:00,6/20/2021
638,France,Teleworking,2020-03-17T00:00:00,5/10/2020
639,France,Teleworking,2020-10-29T00:00:00,6/8/2021
640,France,TeleworkingPartial,2020-05-11T00:00:00,10/28/2020
641,France,TeleworkingPartial,2021-06-09T00:00:00,NA
642,France,WorkplaceClosures,2020-03-17T00:00:00,5/11/2020
643,Germany,BanOnAllEvents,2020-03-23T00:00:00,5/10/2020
644,Germany,BanOnAllEvents,2020-11-02T00:00:00,3/28/2021
645,Germany,BanOnAllEventsPartial,2020-05-11T00:00:00,6/29/2020
646,Germany,ClosDaycare,2020-03-13T00:00:00,5/14/2020
647,Germany,ClosDaycarePartial,2020-05-15T00:00:00,7/1/2020
648,Germany,ClosDaycarePartial,2020-12-16T00:00:00,5/31/2021
649,Germany,ClosPrim,2020-03-13T00:00:00,5/3/2020
650,Germany,ClosPrimPartial,2020-05-04T00:00:00,6/29/2020
651,Germany,ClosPrimPartial,2020-12-16T00:00:00,8/31/2021
652,Germany,ClosPubAny,2020-03-16T00:00:00,5/4/2020
653,Germany,ClosPubAnyPartial,2020-05-05T00:00:00,NA
654,Germany,ClosSec,2020-03-13T00:00:00,5/3/2020
655,Germany,ClosSecPartial,2020-05-04T00:00:00,6/15/2020
656,Germany,ClosSecPartial,2020-12-16T00:00:00,8/31/2021
657,Germany,ClosureOfPublicTransportPartial,2021-11-18T00:00:00,NA
658,Germany,EntertainmentVenues,2020-03-16T00:00:00,5/4/2020
659,Germany,EntertainmentVenues,2020-11-02T00:00:00,3/7/2021
660,Germany,EntertainmentVenuesPartial,2020-05-05T00:00:00,11/1/2020
661,Germany,EntertainmentVenuesPartial,2021-03-08T00:00:00,NA
662,Germany,GymsSportsCentres,2020-11-02T00:00:00,3/7/2021
663,Germany,GymsSportsCentresPartial,2021-03-08T00:00:00,5/31/2021
664,Germany,HotelsOtherAccommodationPartial,2020-10-07T00:00:00,5/31/2021
665,Germany,IndoorOver100,2020-06-30T00:00:00,9/28/2020
666,Germany,IndoorOver1000,2020-03-10T00:00:00,3/22/2020
667,Germany,IndoorOver50,2020-09-29T00:00:00,11/1/2020
668,Germany,IndoorOver500,2021-06-01T00:00:00,NA
669,Germany,MasksMandatoryAllSpacesPartial,2020-11-01T00:00:00,6/21/2021
670,Germany,MasksMandatoryClosedSpaces,2020-04-27T00:00:00,6/20/2021
671,Germany,MasksMandatoryClosedSpaces,2021-11-18T00:00:00,NA
672,Germany,MasksMandatoryClosedSpacesPartial,2021-06-21T00:00:00,11/17/2021
673,Germany,MasksVoluntaryAllSpaces,2020-04-02T00:00:00,4/27/2020
674,Germany,MassGather50,2020-03-23T00:00:00,5/10/2020
675,Germany,MassGather50,2020-11-02T00:00:00,3/28/2021
676,Germany,MassGather50Partial,2020-05-11T00:00:00,6/29/2020
677,Germany,MassGather50Partial,2020-09-29T00:00:00,11/1/2020
678,Germany,MassGatherAll,2020-03-10T00:00:00,5/10/2020
679,Germany,MassGatherAll,2020-11-02T00:00:00,3/28/2021
680,Germany,MassGatherAllPartial,2020-05-11T00:00:00,11/1/2020
681,Germany,MassGatherAllPartial,2021-06-01T00:00:00,NA
682,Germany,NonEssentialShops,2020-03-16T00:00:00,4/20/2020
683,Germany,NonEssentialShops,2020-12-16T00:00:00,3/7/2021
684,Germany,NonEssentialShopsPartial,2021-03-08T00:00:00,5/31/2021
685,Germany,OutdoorOver100,2020-06-30T00:00:00,11/1/2020
686,Germany,OutdoorOver500,2021-06-01T00:00:00,NA
687,Germany,PlaceOfWorshipPartial,2020-12-16T00:00:00,5/31/2021
688,Germany,PrivateGatheringRestrictions,2020-11-02T00:00:00,5/31/2021
689,Germany,QuarantineForInternationalTravellers,2020-02-14T00:00:00,6/15/2020
690,Germany,QuarantineForInternationalTravellers,2020-11-08T00:00:00,5/11/2021
691,Germany,QuarantineForInternationalTravellersPartial,2020-06-16T00:00:00,11/7/2020
692,Germany,QuarantineForInternationalTravellersPartial,2021-05-12T00:00:00,NA
693,Germany,RestaurantsCafes,2020-03-23T00:00:00,5/4/2020
694,Germany,RestaurantsCafes,2020-11-02T00:00:00,4/22/2021
695,Germany,RestaurantsCafesPartial,2020-05-05T00:00:00,6/8/2020
696,Germany,RestaurantsCafesPartial,2020-10-14T00:00:00,11/1/2020
697,Germany,RestaurantsCafesPartial,2021-04-23T00:00:00,NA
698,Germany,SocialCirclePartial,2020-08-02T00:00:00,NA
699,Germany,StayHomeGen,2020-03-09T00:00:00,5/5/2020
700,Germany,StayHomeGenPartial,2020-05-06T00:00:00,6/29/2020
701,Germany,StayHomeOrderPartial,2020-12-09T00:00:00,5/31/2021
702,Germany,Teleworking,2021-01-19T00:00:00,6/30/2021
703,Germany,TeleworkingPartial,2020-12-23T00:00:00,1/18/2021
704,Germany,TeleworkingPartial,2021-07-01T00:00:00,NA
705,Greece,BanOnAllEvents,2020-11-07T00:00:00,1/25/2021
706,Greece,BanOnAllEventsPartial,2020-07-13T00:00:00,11/6/2020
707,Greece,ClosDaycare,2020-03-11T00:00:00,6/1/2020
708,Greece,ClosDaycare,2020-11-16T00:00:00,1/10/2021
709,Greece,ClosDaycare,2021-03-20T00:00:00,5/9/2021
710,Greece,ClosDaycarePartial,2021-02-06T00:00:00,3/19/2021
711,Greece,ClosDaycarePartial,2021-05-10T00:00:00,5/17/2021
712,Greece,ClosHigh,2020-03-16T00:00:00,5/24/2020
713,Greece,ClosHighPartial,2020-05-25T00:00:00,9/13/2021
714,Greece,ClosPrim,2020-03-11T00:00:00,6/1/2020
715,Greece,ClosPrim,2020-11-16T00:00:00,1/10/2021
716,Greece,ClosPrim,2021-03-20T00:00:00,5/9/2021
717,Greece,ClosPrimPartial,2021-02-06T00:00:00,3/19/2021
718,Greece,ClosPubAnyPartial,2020-03-14T00:00:00,NA
719,Greece,ClosSec,2020-03-11T00:00:00,5/18/2020
720,Greece,ClosSec,2020-11-07T00:00:00,2/5/2021
721,Greece,ClosSec,2021-03-20T00:00:00,4/11/2021
722,Greece,ClosSecPartial,2021-02-06T00:00:00,3/19/2021
723,Greece,ClosSecPartial,2021-04-12T00:00:00,5/9/2021
724,Greece,EntertainmentVenues,2020-03-14T00:00:00,6/15/2020
725,Greece,EntertainmentVenues,2020-11-07T00:00:00,5/20/2021
726,Greece,EntertainmentVenuesPartial,2020-08-09T00:00:00,11/6/2020
727,Greece,EntertainmentVenuesPartial,2021-05-21T00:00:00,NA
728,Greece,GymsSportsCentres,2020-11-07T00:00:00,5/30/2021
729,Greece,GymsSportsCentresPartial,2020-03-14T00:00:00,6/15/2020
730,Greece,GymsSportsCentresPartial,2020-11-04T00:00:00,11/6/2020
731,Greece,GymsSportsCentresPartial,2021-09-13T00:00:00,NA
732,Greece,HotelsOtherAccommodation,2020-03-15T00:00:00,5/24/2020
733,Greece,HotelsOtherAccommodationPartial,2020-05-25T00:00:00,7/1/2020
734,Greece,MasksMandatoryAllSpaces,2020-07-17T00:00:00,6/27/2021
735,Greece,MasksMandatoryAllSpacesPartial,2021-06-28T00:00:00,NA
736,Greece,MasksMandatoryClosedSpaces,2020-04-28T00:00:00,7/6/2020
737,Greece,MasksVoluntaryClosedSpaces,2020-07-07T00:00:00,7/16/2020
738,Greece,MassGather50,2020-11-07T00:00:00,1/25/2021
739,Greece,MassGather50Partial,2020-07-13T00:00:00,11/6/2020
740,Greece,MassGatherAll,2020-11-07T00:00:00,5/20/2021
741,Greece,MassGatherAllPartial,2020-07-13T00:00:00,11/6/2020
742,Greece,NonEssentialShops,2020-03-14T00:00:00,6/1/2020
743,Greece,NonEssentialShops,2020-11-07T00:00:00,1/17/2021
744,Greece,NonEssentialShopsPartial,2021-01-18T00:00:00,5/14/2021
745,Greece,NonEssentialShopsPartial,2021-11-06T00:00:00,NA
746,Greece,OutdoorOver100,2021-01-26T00:00:00,5/20/2021
747,Greece,PlaceOfWorship,2020-08-09T00:00:00,9/15/2020
748,Greece,PlaceOfWorshipPartial,2020-03-14T00:00:00,8/8/2020
749,Greece,PlaceOfWorshipPartial,2020-11-07T00:00:00,NA
750,Greece,PrivateGatheringRestrictions,2020-03-19T00:00:00,5/3/2020
751,Greece,PrivateGatheringRestrictions,2020-11-07T00:00:00,5/13/2021
752,Greece,QuarantineForInternationalTravellers,2020-03-19T00:00:00,6/30/2020
753,Greece,QuarantineForInternationalTravellers,2020-12-18T00:00:00,4/18/2021
754,Greece,QuarantineForInternationalTravellersPartial,2021-04-19T00:00:00,NA
755,Greece,RegionalStayHomeOrder,2020-11-03T00:00:00,11/6/2020
756,Greece,RegionalStayHomeOrder,2021-01-11T00:00:00,2/5/2021
757,Greece,RegionalStayHomeOrderPartial,2021-02-06T00:00:00,4/19/2021
