_id,Country,Response_measure,date_start,date_end
758,Greece,RegionalStayHomeOrderPartial,2021-08-27T00:00:00,9/16/2021
759,Greece,RestaurantsCafes,2020-11-07T00:00:00,5/2/2021
760,Greece,RestaurantsCafesPartial,2020-03-14T00:00:00,11/6/2020
761,Greece,RestaurantsCafesPartial,2021-05-03T00:00:00,NA
762,Greece,SocialCircle,2021-01-01T00:00:00,1/2/2021
763,Greece,StayHomeGen,2020-02-27T00:00:00,3/22/2020
764,Greece,StayHomeOrder,2020-03-23T00:00:00,5/4/2020
765,Greece,StayHomeOrderPartial,2020-11-07T00:00:00,7/3/2021
766,Greece,StayHomeRiskG,2020-03-11T00:00:00,NA
767,Greece,Teleworking,2020-03-19T00:00:00,11/2/2020
768,Greece,TeleworkingPartial,2020-11-03T00:00:00,NA
769,Hungary,BanOnAllEventsPartial,2020-03-16T00:00:00,6/11/2020
770,Hungary,BanOnAllEventsPartial,2020-11-11T00:00:00,4/30/2021
771,Hungary,ClosDaycare,2020-03-25T00:00:00,6/2/2020
772,Hungary,ClosDaycare,2021-03-09T00:00:00,4/18/2021
773,Hungary,ClosHigh,2020-03-25T00:00:00,5/18/2020
774,Hungary,ClosHigh,2020-11-11T00:00:00,7/7/2021
775,Hungary,ClosPrim,2020-03-16T00:00:00,6/1/2020
776,Hungary,ClosPrim,2021-03-08T00:00:00,4/18/2021
777,Hungary,ClosPrimPartial,2020-06-02T00:00:00,6/26/2020
778,Hungary,ClosPrimPartial,2021-04-19T00:00:00,5/9/2021
779,Hungary,ClosPubAny,2020-03-13T00:00:00,3/27/2020
780,Hungary,ClosPubAny,2021-03-08T00:00:00,4/6/2021
781,Hungary,ClosPubAnyPartial,2020-03-28T00:00:00,5/18/2020
782,Hungary,ClosPubAnyPartial,2020-09-21T00:00:00,3/7/2021
783,Hungary,ClosPubAnyPartial,2021-04-07T00:00:00,NA
784,Hungary,ClosSec,2020-03-16T00:00:00,6/1/2020
785,Hungary,ClosSec,2020-11-11T00:00:00,5/9/2021
786,Hungary,ClosSecPartial,2020-06-02T00:00:00,6/26/2020
787,Hungary,EntertainmentVenues,2020-03-13T00:00:00,5/18/2020
788,Hungary,EntertainmentVenues,2020-11-04T00:00:00,7/6/2021
789,Hungary,GymsSportsCentres,2020-11-11T00:00:00,5/21/2021
790,Hungary,IndoorOver100,2020-03-11T00:00:00,3/15/2020
791,Hungary,IndoorOver50,2021-05-01T00:00:00,NA
792,Hungary,IndoorOver500,2020-09-21T00:00:00,11/10/2020
793,Hungary,MasksMandatoryAllSpaces,2020-11-11T00:00:00,5/21/2021
794,Hungary,MasksMandatoryClosedSpaces,2020-11-02T00:00:00,11/11/2020
795,Hungary,MasksMandatoryClosedSpaces,2021-05-22T00:00:00,7/6/2021
796,Hungary,MasksMandatoryClosedSpacesPartial,2020-05-04T00:00:00,11/1/2020
797,Hungary,MasksMandatoryClosedSpacesPartial,2021-07-07T00:00:00,NA
798,Hungary,MassGather50Partial,2020-03-16T00:00:00,6/11/2020
799,Hungary,MassGather50Partial,2020-11-11T00:00:00,NA
800,Hungary,MassGatherAll,2020-03-11T00:00:00,3/15/2020
801,Hungary,MassGatherAllPartial,2020-03-16T00:00:00,6/11/2020
802,Hungary,MassGatherAllPartial,2020-09-21T00:00:00,NA
803,Hungary,NonEssentialShops,2021-03-08T00:00:00,4/6/2021
804,Hungary,NonEssentialShopsPartial,2020-03-28T00:00:00,5/18/2020
805,Hungary,NonEssentialShopsPartial,2020-11-11T00:00:00,3/7/2021
806,Hungary,NonEssentialShopsPartial,2021-04-07T00:00:00,5/21/2021
807,Hungary,OutdoorOver500,2020-03-11T00:00:00,3/15/2020
808,Hungary,OutdoorOver500,2020-09-21T00:00:00,11/10/2020
809,Hungary,OutdoorOver500,2021-05-01T00:00:00,NA
810,Hungary,PrivateGatheringRestrictions,2020-11-11T00:00:00,5/21/2021
811,Hungary,PrivateGatheringRestrictionsPartial,2021-05-22T00:00:00,NA
812,Hungary,QuarantineForInternationalTravellers,2020-09-01T00:00:00,NA
813,Hungary,RestaurantsCafes,2020-03-28T00:00:00,5/18/2020
814,Hungary,RestaurantsCafes,2020-11-11T00:00:00,4/23/2021
815,Hungary,RestaurantsCafesPartial,2020-09-21T00:00:00,11/10/2020
816,Hungary,RestaurantsCafesPartial,2021-04-24T00:00:00,NA
817,Hungary,StayHomeGen,2020-03-16T00:00:00,3/26/2020
818,Hungary,StayHomeGen,2020-06-16T00:00:00,11/3/2020
819,Hungary,StayHomeOrder,2020-03-27T00:00:00,5/18/2020
820,Hungary,StayHomeOrderPartial,2020-11-04T00:00:00,5/21/2021
821,Hungary,TeleworkingPartial,2021-03-08T00:00:00,3/22/2021
822,Iceland,AdaptationOfWorkplace,2020-03-16T00:00:00,3/17/2020
823,Iceland,ClosHigh,2020-03-16T00:00:00,5/4/2020
824,Iceland,ClosHigh,2021-03-25T00:00:00,4/1/2021
825,Iceland,ClosPrim,2021-03-25T00:00:00,4/1/2021
826,Iceland,ClosPubAny,2020-03-16T00:00:00,5/3/2020
827,Iceland,ClosPubAnyPartial,2020-05-04T00:00:00,6/15/2020
828,Iceland,ClosPubAnyPartial,2020-08-31T00:00:00,6/25/2021
829,Iceland,ClosPubAnyPartial,2021-07-25T00:00:00,NA
830,Iceland,ClosSec,2020-03-16T00:00:00,5/4/2020
831,Iceland,ClosSec,2021-03-25T00:00:00,4/1/2021
832,Iceland,EntertainmentVenues,2020-03-16T00:00:00,5/3/2020
833,Iceland,EntertainmentVenues,2020-11-01T00:00:00,12/9/2020
834,Iceland,EntertainmentVenues,2021-03-24T00:00:00,4/14/2021
835,Iceland,EntertainmentVenuesPartial,2020-05-04T00:00:00,5/25/2020
836,Iceland,EntertainmentVenuesPartial,2020-08-31T00:00:00,10/31/2020
837,Iceland,EntertainmentVenuesPartial,2020-12-10T00:00:00,3/23/2021
838,Iceland,EntertainmentVenuesPartial,2021-04-15T00:00:00,5/24/2021
839,Iceland,EntertainmentVenuesPartial,2021-07-25T00:00:00,NA
840,Iceland,GymsSportsCentres,2020-03-16T00:00:00,5/17/2020
841,Iceland,GymsSportsCentres,2021-03-24T00:00:00,4/14/2021
842,Iceland,GymsSportsCentresPartial,2020-05-18T00:00:00,6/15/2020
843,Iceland,GymsSportsCentresPartial,2020-10-20T00:00:00,3/23/2021
844,Iceland,GymsSportsCentresPartial,2021-04-15T00:00:00,5/24/2021
845,Iceland,GymsSportsCentresPartial,2021-07-25T00:00:00,9/14/2021
846,Iceland,GymsSportsCentresPartial,2021-11-13T00:00:00,NA
847,Iceland,IndoorOver100,2020-03-16T00:00:00,3/23/2020
848,Iceland,IndoorOver100,2020-07-31T00:00:00,9/9/2020
849,Iceland,IndoorOver1000,2021-09-15T00:00:00,11/12/2021
850,Iceland,IndoorOver50,2020-03-24T00:00:00,5/25/2020
851,Iceland,IndoorOver50,2021-02-24T00:00:00,3/23/2021
852,Iceland,IndoorOver50,2021-05-10T00:00:00,5/24/2021
853,Iceland,IndoorOver50,2021-11-13T00:00:00,NA
854,Iceland,IndoorOver500,2020-05-26T00:00:00,7/30/2020
855,Iceland,IndoorOver500,2020-09-10T00:00:00,10/3/2020
856,Iceland,IndoorOver500,2021-05-25T00:00:00,6/25/2021
857,Iceland,IndoorOver500,2021-07-25T00:00:00,9/14/2021
858,Iceland,MasksMandatoryAllSpacesPartial,2020-10-05T00:00:00,5/24/2021
859,Iceland,MasksMandatoryClosedSpacesPartial,2021-05-25T00:00:00,NA
860,Iceland,MasksVoluntaryAllSpacesPartial,2020-07-31T00:00:00,10/5/2020
861,Iceland,MassGather50,2020-03-24T00:00:00,5/25/2020
862,Iceland,MassGather50,2020-10-04T00:00:00,3/23/2021
863,Iceland,MassGather50,2021-05-10T00:00:00,5/24/2021
864,Iceland,MassGather50,2021-11-13T00:00:00,NA
865,Iceland,MassGatherAll,2020-03-16T00:00:00,5/24/2020
866,Iceland,MassGatherAll,2020-10-04T00:00:00,3/23/2021
867,Iceland,MassGatherAll,2021-05-10T00:00:00,6/25/2021
868,Iceland,MassGatherAll,2021-07-25T00:00:00,NA
869,Iceland,MassGatherAllPartial,2020-05-25T00:00:00,10/3/2020
870,Iceland,NonEssentialShopsPartial,2020-10-05T00:00:00,5/24/2021
871,Iceland,OutdoorOver100,2020-03-16T00:00:00,3/23/2020
872,Iceland,OutdoorOver100,2020-07-31T00:00:00,9/7/2020
873,Iceland,OutdoorOver1000,2021-09-15T00:00:00,11/12/2021
874,Iceland,OutdoorOver50,2020-03-24T00:00:00,5/25/2020
875,Iceland,OutdoorOver50,2020-10-04T00:00:00,2/23/2021
876,Iceland,OutdoorOver50,2021-05-10T00:00:00,5/24/2021
877,Iceland,OutdoorOver50,2021-11-13T00:00:00,NA
878,Iceland,OutdoorOver500,2020-05-26T00:00:00,7/30/2020
879,Iceland,OutdoorOver500,2020-09-08T00:00:00,10/3/2020
880,Iceland,OutdoorOver500,2021-02-24T00:00:00,3/23/2021
881,Iceland,OutdoorOver500,2021-05-25T00:00:00,6/25/2021
882,Iceland,OutdoorOver500,2021-07-25T00:00:00,9/14/2021
883,Iceland,PlaceOfWorship,2021-07-25T00:00:00,8/13/2021
884,Iceland,PlaceOfWorshipPartial,2021-02-05T00:00:00,6/15/2021
885,Iceland,PrivateGatheringRestrictions,2020-10-04T00:00:00,2/23/2021
886,Iceland,PrivateGatheringRestrictions,2021-03-24T00:00:00,5/9/2021
887,Iceland,QuarantineForInternationalTravellers,2020-01-28T00:00:00,1/24/2021
888,Iceland,QuarantineForInternationalTravellersPartial,2021-01-25T00:00:00,NA
889,Iceland,RestaurantsCafes,2020-03-16T00:00:00,5/25/2020
890,Iceland,RestaurantsCafesPartial,2020-10-31T00:00:00,6/25/2021
891,Iceland,RestaurantsCafesPartial,2021-07-25T00:00:00,NA
892,Iceland,StayHomeRiskG,2020-03-16T00:00:00,3/17/2020
893,Ireland,BanOnAllEvents,2020-03-24T00:00:00,6/28/2020
894,Ireland,BanOnAllEvents,2020-10-21T00:00:00,11/30/2020
895,Ireland,BanOnAllEvents,2020-12-31T00:00:00,5/9/2021
896,Ireland,BanOnAllEventsPartial,2020-03-06T00:00:00,3/8/2020
897,Ireland,BanOnAllEventsPartial,2021-05-10T00:00:00,6/6/2021
898,Ireland,ClosDaycare,2020-03-12T00:00:00,6/29/2020
899,Ireland,ClosDaycarePartial,2021-01-11T00:00:00,3/29/2021
900,Ireland,ClosHigh,2020-03-12T00:00:00,9/20/2020
901,Ireland,ClosHighPartial,2020-09-21T00:00:00,NA
902,Ireland,ClosPrim,2020-03-12T00:00:00,8/24/2020
903,Ireland,ClosPrim,2021-01-11T00:00:00,2/28/2021
904,Ireland,ClosPrimPartial,2021-03-01T00:00:00,3/14/2021
905,Ireland,ClosPubAny,2020-03-12T00:00:00,3/26/2020
906,Ireland,ClosPubAnyPartial,2020-03-27T00:00:00,NA
907,Ireland,ClosSec,2020-03-12T00:00:00,8/31/2020
908,Ireland,ClosSec,2021-01-11T00:00:00,2/28/2021
909,Ireland,ClosSecPartial,2021-03-01T00:00:00,4/11/2021
910,Ireland,ClosureOfPublicTransportPartial,2020-03-27T00:00:00,NA
911,Ireland,EntertainmentVenues,2020-03-12T00:00:00,6/29/2020
912,Ireland,EntertainmentVenues,2020-10-06T00:00:00,11/30/2020
913,Ireland,EntertainmentVenues,2020-12-25T00:00:00,4/25/2021
914,Ireland,EntertainmentVenuesPartial,2020-12-01T00:00:00,12/24/2020
915,Ireland,EntertainmentVenuesPartial,2021-04-26T00:00:00,10/21/2021
916,Ireland,EntertainmentVenuesPartial,2021-11-18T00:00:00,NA
917,Ireland,GymsSportsCentres,2020-03-24T00:00:00,6/29/2020
918,Ireland,GymsSportsCentres,2020-10-21T00:00:00,11/30/2020
919,Ireland,GymsSportsCentres,2020-12-31T00:00:00,6/6/2021
920,Ireland,GymsSportsCentresPartial,2020-10-06T00:00:00,10/20/2020
921,Ireland,GymsSportsCentresPartial,2020-12-01T00:00:00,12/30/2020
922,Ireland,GymsSportsCentresPartial,2021-06-07T00:00:00,NA
923,Ireland,HotelsOtherAccommodation,2020-03-24T00:00:00,6/29/2020
924,Ireland,HotelsOtherAccommodation,2020-10-21T00:00:00,12/1/2020
925,Ireland,HotelsOtherAccommodation,2020-12-24T00:00:00,6/1/2021
926,Ireland,HotelsOtherAccommodationPartial,2021-06-02T00:00:00,10/28/2021
927,Ireland,IndoorOver100,2020-03-12T00:00:00,3/23/2020
928,Ireland,IndoorOver50,2020-06-29T00:00:00,10/20/2020
929,Ireland,MasksMandatoryClosedSpaces,2020-06-29T00:00:00,NA
930,Ireland,MasksVoluntaryAllSpaces,2020-05-18T00:00:00,NA
931,Ireland,MassGather50,2020-03-24T00:00:00,11/30/2020
932,Ireland,MassGather50,2020-12-31T00:00:00,5/9/2021
933,Ireland,MassGather50Partial,2020-03-06T00:00:00,3/8/2020
934,Ireland,MassGather50Partial,2021-05-10T00:00:00,6/6/2021
935,Ireland,MassGatherAll,2020-03-12T00:00:00,11/30/2020
936,Ireland,MassGatherAll,2020-12-31T00:00:00,5/9/2021
937,Ireland,MassGatherAll,2021-06-07T00:00:00,10/28/2021
938,Ireland,MassGatherAllPartial,2020-03-06T00:00:00,3/8/2020
939,Ireland,MassGatherAllPartial,2021-05-10T00:00:00,6/6/2021
940,Ireland,NonEssentialShops,2020-03-24T00:00:00,6/29/2020
941,Ireland,NonEssentialShops,2020-10-21T00:00:00,11/30/2020
942,Ireland,NonEssentialShops,2021-01-01T00:00:00,5/9/2021
943,Ireland,NonEssentialShopsPartial,2021-05-10T00:00:00,5/16/2021
944,Ireland,OutdoorOver100,2021-06-07T00:00:00,7/4/2021
945,Ireland,OutdoorOver50,2020-08-24T00:00:00,10/20/2020
946,Ireland,OutdoorOver500,2020-03-12T00:00:00,3/23/2020
947,Ireland,OutdoorOver500,2020-06-29T00:00:00,8/23/2020
948,Ireland,OutdoorOver500,2021-07-05T00:00:00,10/28/2021
949,Ireland,PlaceOfWorship,2020-10-06T00:00:00,11/30/2020
950,Ireland,PlaceOfWorship,2020-12-31T00:00:00,5/9/2021
951,Ireland,PlaceOfWorshipPartial,2020-12-01T00:00:00,12/30/2020
952,Ireland,PlaceOfWorshipPartial,2021-05-10T00:00:00,10/27/2021
953,Ireland,PrivateGatheringRestrictions,2020-03-24T00:00:00,6/28/2020
954,Ireland,PrivateGatheringRestrictions,2020-10-21T00:00:00,11/30/2020
955,Ireland,PrivateGatheringRestrictions,2020-12-31T00:00:00,5/9/2021
956,Ireland,PrivateGatheringRestrictionsPartial,2020-12-01T00:00:00,12/30/2020
957,Ireland,PrivateGatheringRestrictionsPartial,2021-05-10T00:00:00,NA
958,Ireland,QuarantineForInternationalTravellers,2020-01-27T00:00:00,3/13/2020
959,Ireland,QuarantineForInternationalTravellersPartial,2020-03-14T00:00:00,NA
960,Ireland,RestaurantsCafes,2020-03-24T00:00:00,6/29/2020
961,Ireland,RestaurantsCafes,2020-10-21T00:00:00,12/3/2020
962,Ireland,RestaurantsCafes,2020-12-25T00:00:00,6/6/2021
963,Ireland,RestaurantsCafesPartial,2020-10-06T00:00:00,10/20/2020
964,Ireland,RestaurantsCafesPartial,2020-12-04T00:00:00,12/24/2020
965,Ireland,RestaurantsCafesPartial,2021-06-07T00:00:00,NA
966,Ireland,SocialCircle,2020-10-21T00:00:00,NA
967,Ireland,StayHomeGen,2020-03-12T00:00:00,3/26/2020
968,Ireland,StayHomeGen,2020-05-18T00:00:00,6/26/2020
969,Ireland,StayHomeGenPartial,2021-11-19T00:00:00,NA
970,Ireland,StayHomeOrder,2020-03-27T00:00:00,5/17/2020
971,Ireland,StayHomeOrder,2020-10-21T00:00:00,11/30/2020
972,Ireland,StayHomeOrder,2020-12-31T00:00:00,4/11/2021
973,Ireland,StayHomeRiskG,2020-03-12T00:00:00,NA
974,Ireland,Teleworking,2020-03-12T00:00:00,11/17/2021
975,Ireland,TeleworkingPartial,2021-11-18T00:00:00,NA
976,Italy,AdaptationOfWorkplace,2020-03-10T00:00:00,6/10/2020
977,Italy,AdaptationOfWorkplacePartial,2020-06-11T00:00:00,10/15/2020
978,Italy,BanOnAllEvents,2020-03-09T00:00:00,6/11/2020
979,Italy,BanOnAllEvents,2020-11-06T00:00:00,4/25/2021
980,Italy,BanOnAllEventsPartial,2020-03-04T00:00:00,3/8/2020
981,Italy,ClosDaycare,2020-03-10T00:00:00,6/10/2020
982,Italy,ClosDaycarePartial,2020-03-04T00:00:00,3/9/2020
983,Italy,ClosDaycarePartial,2020-06-11T00:00:00,9/14/2020
984,Italy,ClosHigh,2020-03-10T00:00:00,6/10/2020
985,Italy,ClosHigh,2020-12-04T00:00:00,1/15/2021
986,Italy,ClosHighPartial,2020-03-04T00:00:00,3/9/2020
987,Italy,ClosHighPartial,2020-06-11T00:00:00,9/14/2020
988,Italy,ClosHighPartial,2020-11-05T00:00:00,12/3/2020
989,Italy,ClosPrim,2020-03-11T00:00:00,9/14/2020
990,Italy,ClosPrimPartial,2020-03-04T00:00:00,3/10/2020
991,Italy,ClosPubAny,2020-12-24T00:00:00,1/6/2021
992,Italy,ClosPubAny,2021-04-07T00:00:00,4/25/2021
993,Italy,ClosPubAnyPartial,2020-03-10T00:00:00,12/23/2020
994,Italy,ClosPubAnyPartial,2021-01-07T00:00:00,4/6/2021
995,Italy,ClosPubAnyPartial,2021-04-26T00:00:00,6/21/2021
996,Italy,ClosPubAnyPartial,2021-08-06T00:00:00,NA
997,Italy,ClosSec,2020-03-04T00:00:00,6/16/2020
998,Italy,ClosSec,2020-07-05T00:00:00,9/14/2020
999,Italy,ClosSec,2020-11-05T00:00:00,1/6/2021
1000,Italy,ClosSecPartial,2020-06-17T00:00:00,7/4/2020
1001,Italy,ClosSecPartial,2021-01-15T00:00:00,3/5/2021
1002,Italy,ClosSecPartial,2021-04-27T00:00:00,6/8/2021
1003,Italy,ClosureOfPublicTransportPartial,2020-11-05T00:00:00,12/3/2020
1004,Italy,ClosureOfPublicTransportPartial,2021-01-15T00:00:00,4/6/2021
1005,Italy,EntertainmentVenues,2020-03-10T00:00:00,5/17/2020
1006,Italy,EntertainmentVenues,2020-10-26T00:00:00,3/26/2021
1007,Italy,EntertainmentVenuesPartial,2020-05-18T00:00:00,6/15/2020
1008,Italy,EntertainmentVenuesPartial,2021-08-06T00:00:00,NA
1009,Italy,GymsSportsCentres,2020-03-10T00:00:00,5/24/2020
1010,Italy,GymsSportsCentres,2020-10-26T00:00:00,5/14/2021
1011,Italy,GymsSportsCentresPartial,2020-05-25T00:00:00,10/25/2020
1012,Italy,GymsSportsCentresPartial,2021-05-15T00:00:00,5/29/2021
1013,Italy,GymsSportsCentresPartial,2021-08-06T00:00:00,NA
1014,Italy,IndoorOver500,2020-08-07T00:00:00,11/5/2020
1015,Italy,IndoorOver500,2021-04-26T00:00:00,NA
1016,Italy,MasksMandatoryAllSpaces,2020-04-26T00:00:00,7/14/2020
1017,Italy,MasksMandatoryAllSpaces,2020-10-08T00:00:00,6/27/2021
1018,Italy,MasksMandatoryAllSpacesPartial,2020-08-16T00:00:00,10/7/2020
1019,Italy,MasksMandatoryClosedSpaces,2020-07-15T00:00:00,8/15/2020
1020,Italy,MasksMandatoryClosedSpaces,2021-06-28T00:00:00,NA
1021,Italy,MassGather50,2020-03-09T00:00:00,6/11/2020
1022,Italy,MassGather50,2020-11-06T00:00:00,4/25/2021
1023,Italy,MassGather50Partial,2020-03-04T00:00:00,3/8/2020
1024,Italy,MassGatherAll,2020-03-09T00:00:00,6/11/2020
1025,Italy,MassGatherAll,2020-11-06T00:00:00,NA
1026,Italy,MassGatherAllPartial,2020-03-04T00:00:00,3/8/2020
1027,Italy,MassGatherAllPartial,2020-06-12T00:00:00,11/5/2020
1028,Italy,NonEssentialShops,2020-03-10T00:00:00,4/13/2020
1029,Italy,NonEssentialShops,2020-12-24T00:00:00,1/6/2021
1030,Italy,NonEssentialShopsPartial,2020-04-14T00:00:00,5/18/2020
1031,Italy,OutdoorOver1000,2020-06-12T00:00:00,11/5/2020
1032,Italy,OutdoorOver1000,2021-04-26T00:00:00,NA
1033,Italy,PlaceOfWorship,2020-03-10T00:00:00,6/15/2020
1034,Italy,PrivateGatheringRestrictionsPartial,2021-02-22T00:00:00,NA
1035,Italy,QuarantineForInternationalTravellers,2020-03-04T00:00:00,3/10/2020
1036,Italy,QuarantineForInternationalTravellers,2020-06-12T00:00:00,4/30/2021
1037,Italy,RegionalStayHomeOrderPartial,2020-10-22T00:00:00,6/21/2021
1038,Italy,RestaurantsCafes,2020-12-24T00:00:00,1/6/2021
1039,Italy,RestaurantsCafesPartial,2020-03-10T00:00:00,5/18/2020
1040,Italy,RestaurantsCafesPartial,2020-10-18T00:00:00,12/23/2020
1041,Italy,RestaurantsCafesPartial,2021-01-07T00:00:00,4/1/2021
1042,Italy,RestaurantsCafesPartial,2021-04-26T00:00:00,6/21/2021
1043,Italy,RestaurantsCafesPartial,2021-08-06T00:00:00,NA
1044,Italy,StayHomeGen,2020-10-26T00:00:00,11/4/2020
1045,Italy,StayHomeOrder,2020-03-10T00:00:00,5/4/2020
1046,Italy,StayHomeOrderPartial,2020-11-05T00:00:00,6/21/2021
1047,Italy,StayHomeRiskG,2020-03-04T00:00:00,5/6/2021
1048,Italy,Teleworking,2020-03-12T00:00:00,6/10/2020
1049,Italy,Teleworking,2020-10-16T00:00:00,NA
1050,Latvia,BanOnAllEvents,2021-10-21T00:00:00,NA
1051,Latvia,BanOnAllEventsPartial,2020-11-09T00:00:00,6/22/2021
1052,Latvia,ClosDaycarePartial,2021-03-16T00:00:00,NA
1053,Latvia,ClosHigh,2020-03-17T00:00:00,8/31/2020
1054,Latvia,ClosHigh,2021-10-21T00:00:00,11/14/2021
1055,Latvia,ClosHighPartial,2020-10-26T00:00:00,8/17/2021
1056,Latvia,ClosPrim,2020-03-17T00:00:00,8/31/2020
1057,Latvia,ClosPrim,2021-10-21T00:00:00,10/29/2021
1058,Latvia,ClosPrimPartial,2020-11-02T00:00:00,8/10/2021
1059,Latvia,ClosPrimPartial,2021-11-01T00:00:00,11/14/2021
1060,Latvia,ClosPubAny,2020-03-17T00:00:00,5/11/2020
1061,Latvia,ClosPubAnyPartial,2020-05-12T00:00:00,6/10/2020
1062,Latvia,ClosPubAnyPartial,2020-07-11T00:00:00,NA
1063,Latvia,ClosSec,2020-10-26T00:00:00,4/6/2021
1064,Latvia,ClosSec,2021-10-21T00:00:00,11/14/2021
1065,Latvia,ClosSecPartial,2020-03-17T00:00:00,5/7/2020
1066,Latvia,ClosSecPartial,2021-04-07T00:00:00,8/10/2021
1067,Latvia,ClosureOfPublicTransportPartial,2020-12-07T00:00:00,NA
1068,Latvia,EntertainmentVenues,2020-03-17T00:00:00,6/10/2020
1069,Latvia,EntertainmentVenues,2021-10-21T00:00:00,11/14/2021
1070,Latvia,EntertainmentVenuesPartial,2020-11-09T00:00:00,10/20/2021
1071,Latvia,EntertainmentVenuesPartial,2021-11-15T00:00:00,NA
1072,Latvia,GymsSportsCentres,2020-03-17T00:00:00,5/11/2020
1073,Latvia,GymsSportsCentres,2020-12-03T00:00:00,3/7/2021
1074,Latvia,GymsSportsCentresPartial,2020-05-12T00:00:00,6/10/2020
1075,Latvia,GymsSportsCentresPartial,2021-10-21T00:00:00,NA
1076,Latvia,IndoorOver100,2020-06-10T00:00:00,7/31/2020
1077,Latvia,IndoorOver500,2020-08-01T00:00:00,11/8/2020
1078,Latvia,IndoorOver500,2021-06-23T00:00:00,10/20/2021
1079,Latvia,MasksMandatoryAllSpacesPartial,2020-03-17T00:00:00,6/30/2020
1080,Latvia,MasksMandatoryClosedSpaces,2020-10-07T00:00:00,NA
1081,Latvia,MasksMandatoryClosedSpacesPartial,2020-05-12T00:00:00,6/30/2020
1082,Latvia,MasksVoluntaryAllSpacesPartial,2020-04-20T00:00:00,6/30/2020
1083,Latvia,MassGather50,2021-10-21T00:00:00,NA
1084,Latvia,MassGather50Partial,2020-11-09T00:00:00,6/22/2021
1085,Latvia,MassGatherAll,2020-08-01T00:00:00,11/8/2020
1086,Latvia,MassGatherAll,2021-10-21T00:00:00,NA
1087,Latvia,MassGatherAllPartial,2020-06-10T00:00:00,7/31/2020
1088,Latvia,MassGatherAllPartial,2020-11-09T00:00:00,10/20/2021
1089,Latvia,NonEssentialShopsPartial,2020-11-09T00:00:00,6/2/2021
1090,Latvia,NonEssentialShopsPartial,2021-10-11T00:00:00,NA
1091,Latvia,OutdoorOver1000,2020-07-01T00:00:00,7/31/2020
1092,Latvia,OutdoorOver1000,2020-10-10T00:00:00,10/29/2020
1093,Latvia,OutdoorOver1000,2021-06-23T00:00:00,10/20/2021
1094,Latvia,OutdoorOver500,2020-06-10T00:00:00,6/30/2020
1095,Latvia,OutdoorOver500,2020-10-30T00:00:00,11/8/2020
1096,Latvia,PlaceOfWorship,2020-03-17T00:00:00,5/11/2020
1097,Latvia,PlaceOfWorshipPartial,2020-05-12T00:00:00,6/10/2020
1098,Latvia,PlaceOfWorshipPartial,2020-11-09T00:00:00,4/6/2021
1099,Latvia,PlaceOfWorshipPartial,2021-10-21T00:00:00,NA
1100,Latvia,PrivateGatheringRestrictions,2020-03-17T00:00:00,6/10/2020
1101,Latvia,PrivateGatheringRestrictionsPartial,2020-10-17T00:00:00,NA
1102,Latvia,QuarantineForInternationalTravellers,2020-03-12T00:00:00,5/11/2020
1103,Latvia,QuarantineForInternationalTravellersPartial,2020-05-12T00:00:00,NA
1104,Latvia,RestaurantsCafes,2020-11-09T00:00:00,5/6/2021
1105,Latvia,RestaurantsCafesPartial,2020-07-11T00:00:00,11/8/2020
1106,Latvia,RestaurantsCafesPartial,2021-05-07T00:00:00,NA
1107,Latvia,StayHomeOrderPartial,2020-12-24T00:00:00,2/7/2021
1108,Latvia,StayHomeOrderPartial,2021-10-21T00:00:00,11/14/2021
1109,Latvia,TeleworkingPartial,2020-03-17T00:00:00,NA
1110,Liechtenstein,BanOnAllEvents,2020-03-14T00:00:00,6/5/2020
1111,Liechtenstein,BanOnAllEvents,2020-12-20T00:00:00,5/23/2021
1112,Liechtenstein,ClosDaycare,2020-03-16T00:00:00,5/11/2020
1113,Liechtenstein,ClosHigh,2020-03-16T00:00:00,6/8/2020
1114,Liechtenstein,ClosPrim,2020-03-16T00:00:00,6/8/2020
1115,Liechtenstein,ClosPubAny,2020-10-24T00:00:00,11/29/2020
1116,Liechtenstein,ClosPubAny,2020-12-20T00:00:00,2/28/2021
1117,Liechtenstein,ClosPubAnyPartial,2020-03-12T00:00:00,6/6/2020
1118,Liechtenstein,ClosPubAnyPartial,2020-11-30T00:00:00,12/19/2020
1119,Liechtenstein,ClosPubAnyPartial,2021-03-01T00:00:00,NA
1120,Liechtenstein,ClosSec,2020-03-16T00:00:00,6/8/2020
1121,Liechtenstein,EntertainmentVenues,2020-03-17T00:00:00,6/6/2020
1122,Liechtenstein,EntertainmentVenues,2020-12-20T00:00:00,4/25/2021
1123,Liechtenstein,EntertainmentVenuesPartial,2020-12-12T00:00:00,12/19/2020
1124,Liechtenstein,EntertainmentVenuesPartial,2021-04-26T00:00:00,NA
1125,Liechtenstein,GymsSportsCentres,2021-01-12T00:00:00,2/28/2021
1126,Liechtenstein,GymsSportsCentresPartial,2020-03-12T00:00:00,6/6/2020
1127,Liechtenstein,GymsSportsCentresPartial,2021-03-01T00:00:00,NA
1128,Liechtenstein,IndoorOver1000,2020-02-28T00:00:00,3/13/2020
1129,Liechtenstein,IndoorOver1000,2020-07-03T00:00:00,12/19/2020
1130,Liechtenstein,IndoorOver1000,2021-07-05T00:00:00,8/15/2021
1131,Liechtenstein,IndoorOver50,2021-05-24T00:00:00,6/13/2021
